CdTbl,CdVal,CdDesc
IMPRV,AAA,DAIRY BARN
IMPRV,AAE,BARN HOG
IMPRV,AAF,BARN FRAME
IMPRV,AAH,HORSE BARN
IMPRV,AAP,BARN POLE
IMPRV,AAS,BARN/SHED
IMPRV,AAT,BARN SHEEP
IMPRV,AB0,BUNKHOUSE
IMPRV,AC9,CATTLE BARN
IMPRV,ACK,CATTLE LOT
IMPRV,ACS,CATTLE SHED
IMPRV,AD0,CORRAL
IMPRV,AE0,BEES
IMPRV,AF0,FEED
IMPRV,AF9,FEED BARN
IMPRV,AFK,FEED LOT
IMPRV,AFN,FEED MILL
IMPRV,AFQ,FEED STORAGE
IMPRV,AG9,CHICKEN BARN
IMPRV,AGG,CHICKEN HOUSE
IMPRV,AH0,CREAMERY
IMPRV,AI0,CRIBS/GRAIN
IMPRV,AK9,GRAIN BARN
IMPRV,AKM,GRAIN BINS
IMPRV,AKQ,GRAIN STORAGE
IMPRV,AKY,GRAIN TANK
IMPRV,AL9,HAY BARN
IMPRV,ALS,HAY SHED
IMPRV,AM9,MILK BARN
IMPRV,AMG,MILK HOUSE
IMPRV,AMR,MILK PARLOR
IMPRV,AOW,CITRUS CROPS
IMPRV,AP0,PRODUCE
IMPRV,AP6,PRODUCE PACKING
IMPRV,APQ,PRODUCE STORAGE
IMPRV,AQ0,AGRICULTURAL BUILDING
IMPRV,AQQ,STORAGE BUILDING
IMPRV,AR0,SHED
IMPRV,ARE,SHED HOG
IMPRV,AS7,SALES FRUIT
IMPRV,ASA,SALES DAIRY
IMPRV,AT0,POULTRY
IMPRV,AT9,POULTRY BARN
IMPRV,ATG,POULTRY HOUSE
IMPRV,AU0,UTILITY
IMPRV,AUB,UTILITY BUILDING
IMPRV,AUQ,UTILITY STORAGE
IMPRV,AUS,UTILITY SHED
IMPRV,AV0,SILO
IMPRV,AVF,FRAME SILO
IMPRV,AW0,STABLE
IMPRV,AW9,STABLE BARN
IMPRV,AWF,STABLE FRAME
IMPRV,AWH,STABLE HORSE
IMPRV,AX2,TREE IMMATURE
IMPRV,AX3,TREE NUT
IMPRV,AX4,TREE DATE
IMPRV,AX5,TREE CHRISTMAS
IMPRV,AX7,TREE FRUIT
IMPRV,AXW,FIELD CROPS
IMPRV,AY0,FARM
IMPRV,AY8,FARM EGG
IMPRV,AYA,FARM DAIRY
IMPRV,AYC,FARM FISH
IMPRV,AYG,FARM HOUSE
IMPRV,AZL,CORN CRIB
IMPRV,AZW,ROW CROPS
IMPRV,C00,COMMERCIAL
IMPRV,C03,GROCERY
IMPRV,C04,MARKET
IMPRV,C06,SAVINGS & LOAN
IMPRV,C07,SUPERMARKET
IMPRV,C09,REPAIR
IMPRV,C0A,STATION
IMPRV,C0B,AGENCY
IMPRV,C0C,APARTMENT COMMERCIAL
IMPRV,C0D,SHOWROOM
IMPRV,C0E,SALES
IMPRV,C0O,SELF SERVICE
IMPRV,C0Q,COMMERCIAL CONDO
IMPRV,C0R,STORE
IMPRV,C0T,BED & BREAKFAST
IMPRV,C0V,CONVERTED
IMPRV,C0X,INSURANCE
IMPRV,C0Z,STORAGE
IMPRV,C10,FOOD STAND
IMPRV,C20,CONCESSION STAND
IMPRV,C30,FURNITURE
IMPRV,C39,FURNITURE REPAIR
IMPRV,C3D,FURNITURE SHOWROOM
IMPRV,C3R,FURNITURE STORE
IMPRV,C40,COMMERCIAL GREENHOUSE
IMPRV,C50,LUMBER
IMPRV,C5R,LUMBER STORE
IMPRV,C5Y,LUMBER YARD
IMPRV,C5Z,LUMBER STORAGE
IMPRV,C60,OFFICE
IMPRV,C61,MEDICAL OFFICE
IMPRV,C6D,OFFICE SHOWROOM
IMPRV,C6E,OFFICE SALES
IMPRV,C6H,OFFICE DRIVE IN
IMPRV,C6L,OFFICE LOW RISE
IMPRV,C6Q,OFFICE CONDO
IMPRV,C6R,OFFICE STORE
IMPRV,C6W,OFFICE HI RISE
IMPRV,C6Z,OFFICE STORAGE
IMPRV,C70,OUTLET
IMPRV,C7R,OUTLET STORE
IMPRV,C80,PROFESSIONAL
IMPRV,C82,PROFESSIONAL OFFICE
IMPRV,C8S,PROFESSIONAL SERVICE
IMPRV,C98,DRIVE-UP WINDOW
IMPRV,C99,SERVICE STATION REPAIR
IMPRV,C9N,SERVICE STATION FULL SERVICE
IMPRV,C9O,SERVICE STATION SELF SERVICE
IMPRV,CA0,SERVICE
IMPRV,CA9,REPAIR SERVICE
IMPRV,CAA,SERVICE STATION
IMPRV,CAE,SERVICE SALES
IMPRV,CAG,SERVICE CANOPY
IMPRV,CAK,SERVICE GARAGE
IMPRV,CB0,BUSINESS
IMPRV,CB2,BUSINESS OFFICE
IMPRV,CBS,BUSINESS SERVICE
IMPRV,CC0,AUTO
IMPRV,CC5,AUTO DISPLAY
IMPRV,CC9,AUTO REPAIR
IMPRV,CCA,AUTO STATION
IMPRV,CCB,AUTO AGENCY
IMPRV,CCD,AUTO SHOWROOM
IMPRV,CCE,AUTO SALES
IMPRV,CCF,AUTO SALES & SERVICE
IMPRV,CCK,AUTO GARAGE
IMPRV,CCR,AUTO STORE
IMPRV,CCS,AUTO SERVICE
IMPRV,CCU,AUTO RENTAL
IMPRV,CD0,GAS
IMPRV,CD3,GAS GROCERY
IMPRV,CDA,GAS STATION
IMPRV,CDN,GAS FULL SERVICE
IMPRV,CDO,GAS SELF SERVICE
IMPRV,CE0,LAUNDROMAT/DRY CLEANERS
IMPRV,CF0,QUICK LUBE
IMPRV,CFS,QUICK LUBE SERVICE
IMPRV,CGF,TIRE SALES & SERVICE
IMPRV,CH0,MAINTENANCE
IMPRV,CHK,MAINTENANCE GARAGE
IMPRV,CI0,BAKERY
IMPRV,CJ0,BANK
IMPRV,CJ2,BANK OFFICES
IMPRV,CJ6,BANK SAVINGS & LOAN
IMPRV,CJ8,BANK DRIVE THRU
IMPRV,CJH,BANK DRIVE-IN
IMPRV,CJS,BANK SERVICE
IMPRV,CJX,BANK INSURANCE
IMPRV,CK0,GARAGE
IMPRV,CK9,REPAIR GARAGE
IMPRV,CKS,GARAGE SERVICE
IMPRV,CL0,BARBER SHOP
IMPRV,CLI,BARBER & BEAUTY SHOP
IMPRV,CM0,SHOPS
IMPRV,CM2,SHOP OFFICE
IMPRV,CMI,BEAUTY SHOP
IMPRV,CMS,SHOP SERVICE
IMPRV,CMZ,STORAGE/SHOP
IMPRV,CN0,RETAIL
IMPRV,CN2,RETAIL OFFICE
IMPRV,CN8,RETAIL DRIVE UP
IMPRV,CN9,REPAIR SHOP
IMPRV,CNE,RETAIL SALES
IMPRV,CNJ,RETAIL WAREHOUSE
IMPRV,CNQ,RETAIL CONDO
IMPRV,CNR,RETAIL STORE
IMPRV,CNS,RETAIL SERVICE
IMPRV,CO0,CAR WASH
IMPRV,CO8,CAR WASH DRIVE THRU
IMPRV,COH,CAR WASH DRIVE-IN
IMPRV,COL,CAR WASH AUTOMATIC
IMPRV,COM,CAR WASH MANUAL
IMPRV,CON,CAR WASH FULL SERVICE
IMPRV,COO,CAR WASH SELF SERVICE
IMPRV,COV,CONVERTED
IMPRV,CP0,PARKING
IMPRV,CPK,PARKING GARAGE
IMPRV,CQ0,MARINA
IMPRV,CRR,STORAGE & STORE
IMPRV,CS0,FINANCIAL INSTITUTION
IMPRV,CSS,FINANCIAL SERVICE
IMPRV,CT0,CONVENIENCE
IMPRV,CT4,CONVENIENCE MARKET
IMPRV,CTR,CONVENIENCE STORE
IMPRV,CU0,HOTEL
IMPRV,CUC,HOTEL APARTMENT
IMPRV,CUP,HOTEL/MOTEL
IMPRV,CUQ,HOTEL CONDO
IMPRV,CV0,MOTEL
IMPRV,CVW,MOTEL HI RISE
IMPRV,CW0,WHOLESALE
IMPRV,CX0,SHOPPING CENTER
IMPRV,CYR,DEPARTMENT STORE
IMPRV,CZ0,DISCOUNT
IMPRV,CZE,DISCOUNT SALES
IMPRV,CZR,DISCOUNT STORE
IMPRV,E00,ENTERTAINMENT
IMPRV,E01,TRANSMITTER STATION
IMPRV,E03,HANDBALL
IMPRV,E08,FRANCHISE FOOD
IMPRV,E0C,COCKTAIL LOUNGE
IMPRV,E0H,CAF
IMPRV,E0K,FAST FOOD
IMPRV,E0P,PITCH PUTT
IMPRV,E0Q,CLUB
IMPRV,E0U,LOUNGE/NITE CLUB
IMPRV,E0Y,TOWER
IMPRV,E0Z,STUDIO
IMPRV,E10,FRATERNAL
IMPRV,E1Q,FRATERNAL CLUB
IMPRV,E20,NIGHT CLUB
IMPRV,E2C,NIGHT CLUB/COCKTAIL LOUNGE
IMPRV,E2I,NIGHT CLUB/DINNER
IMPRV,E2V,NIGHT CLUB BAR
IMPRV,E33,TENNIS/HANDBALL
IMPRV,E3A,TENNIS COURT
IMPRV,E3Q,TENNIS CLUB
IMPRV,E40,BROADCASTING
IMPRV,E4Y,BROADCASTING TOWER
IMPRV,E4Z,BROADCASTING STUDIO
IMPRV,E50,CAMPING
IMPRV,E60,RADIO/TV
IMPRV,E61,RADIO/TV TRANSMITTER STATION
IMPRV,E64,RADIO/TV STATION
IMPRV,E6Z,RADIO/TV STUDIO
IMPRV,E70,ARTS & CRAFTS
IMPRV,E80,TOURIST ATTRACTIONS
IMPRV,E90,TAVERN
IMPRV,EA0,AMUSEMENT PARK
IMPRV,EB0,BOWLING ALLEY
IMPRV,EBB,BOWLING ALLEY ARENA
IMPRV,EC0,ARENA/STADIUM
IMPRV,EC2,ARENA HORSE
IMPRV,EE0,BAR
IMPRV,EEC,BAR COCKTAIL LOUNGE
IMPRV,EFA,BASKETBALL COURT
IMPRV,EG0,BLEACHERS
IMPRV,EH0,CLUBHOUSE
IMPRV,EI0,CLUB/LODGE
IMPRV,EJQ,COUNTRY CLUB
IMPRV,EK0,CONVENTION CENTER
IMPRV,EL0,CULTURAL FACILITY
IMPRV,EM0,FITNESS CENTER
IMPRV,EN0,CAMP SITES
IMPRV,EO0,DRIVING RANGE
IMPRV,EP0,GOLF
IMPRV,EPL,GOLF COURSE
IMPRV,EPN,GOLF 18 HOLES
IMPRV,EPO,GOLF 9 HOLES
IMPRV,EPP,GOLF PITCH PUTT
IMPRV,EPT,GOLF MINI
IMPRV,EQ0,STADIUM
IMPRV,ER0,RECREATION
IMPRV,ERQ,RECREATION CLUB
IMPRV,ES0,RESTAURANT
IMPRV,ES6,RESTAURANT THEME
IMPRV,ESC,RESTAURANT COCKTAIL LOUNGE
IMPRV,ESJ,RESTAURANT DRIVE IN
IMPRV,ESK,RESTAURANT FAST FOOD
IMPRV,ESQ,RESTAURANT CLUB
IMPRV,ESV,RESTAURANT BAR
IMPRV,ET0,THEATER
IMPRV,ETE,THEATER/CINEMA
IMPRV,ETI,THEATER DINNER
IMPRV,ETJ,DRIVE-IN THEATER
IMPRV,ETU,THEATER/NIGHT CLUB
IMPRV,EU0,GYMNASIUM
IMPRV,EVQ,HEALTH CLUB
IMPRV,EVS,HEALTH SPA
IMPRV,EW0,SKATING RINK
IMPRV,EWR,ICE SKATING RINK
IMPRV,EWX,SKATING RINK OUTDOORS
IMPRV,EX0,ARCADE
IMPRV,EY0,RACE TRACK
IMPRV,EY9,RACE TRACK AIR FIELD
IMPRV,EZ0,RACQUETBALL
IMPRV,EZ3,RACQUETBALL/HANDBALL
IMPRV,EZA,RACQUETBALL COURT
IMPRV,EZQ,RACQUETBALL CLUB
IMPRV,G00,GOVERNMENT
IMPRV,G0A,COURTHOUSE
IMPRV,G0J,JAIL
IMPRV,G0P,POLICE STATION
IMPRV,G0R,REFORESTATION
IMPRV,G10,INDIAN RESERVATION
IMPRV,GA0,ARMORY
IMPRV,GB0,MUNICIPAL
IMPRV,GBL,MUNICIPAL PARK
IMPRV,GC0,COUNTY
IMPRV,GCJ,COUNTY JAIL
IMPRV,GCL,COUNTY PARK
IMPRV,GCR,COUNTRY REFORESTATION
IMPRV,GD0,CITY
IMPRV,GDC,CITY CLUB
IMPRV,GE0,FEDERAL
IMPRV,GG0,FIRE STATION
IMPRV,GGP,FIRE STATION/POLICE STATION
IMPRV,GH0,CORRECTIONAL
IMPRV,GH1,CORRECTIONAL FACILITY
IMPRV,GIE,CITY/VILLAGE/TOWN EXEMP
IMPRV,GK0,PUBLIC
IMPRV,GKG,PUBLIC BOAT DOCK
IMPRV,GKH,PUBLIC HOUSING
IMPRV,GKK,PUBLIC GARAGE
IMPRV,GKL,PUBLIC PARK
IMPRV,GKU,PUBLIC UTILITY
IMPRV,GL0,COMMUNITY
IMPRV,GLD,COMMUNITY CENTER
IMPRV,GLF,COMMUNITY SERVICE
IMPRV,GM0,MILITARY
IMPRV,GP0,POST OFFICE
IMPRV,GR0,REGIONAL
IMPRV,GS0,STATE
IMPRV,GSL,STATE PARK
IMPRV,GSR,STATE REFORESTATION
IMPRV,GT0,COAST GUARD STATION
IMPRV,GUD,ELDERLY/SENIOR CENTER
IMPRV,GUH,ELDERLY/SENIOR HOUSING
IMPRV,GX0,COUNTY/STATE
IMPRV,IAJ,ASPHALT PAVING
IMPRV,IB0,LIGHT IMPROVEMENTS
IMPRV,ICJ,CONCRETE PAVING
IMPRV,IF0,FENCE
IMPRV,IFE,FENCE CHAINLINK
IMPRV,IFI,FENCE IRON
IMPRV,IFP,FENCE PICKET
IMPRV,IFR,FENCE POST/RAIL
IMPRV,IFS,FENCE BRICK/STONE
IMPRV,IFT,FENCE STOCKADE
IMPRV,IL0,LOADING DOCK
IMPRV,M00,MULTI FAMILY
IMPRV,M02,TWO FAMILY
IMPRV,M03,THREE FAMILY
IMPRV,M04,FOUR FAMILY
IMPRV,M05,FIVE FAMILY
IMPRV,M06,SIX FAMILY
IMPRV,M07,SEVEN FAMILY
IMPRV,M08,EIGHT FAMILY
IMPRV,M09,NINE FAMILY
IMPRV,M0A,MULTI FAMILY HI RISE
IMPRV,M0B,MULTI FAMILY LOW RISE
IMPRV,M0H,GARDEN
IMPRV,M0L,MID RISE
IMPRV,M0M,MULTI-PLEX
IMPRV,M0P,COOP
IMPRV,M0T,MULTI FAMILY TOWNHOUSE
IMPRV,M40,4-PLEX
IMPRV,M50,5-PLEX
IMPRV,M51,5-PLEX AND HIGHER
IMPRV,M60,6-PLEX
IMPRV,M80,8-PLEX
IMPRV,M90,9-PLEX
IMPRV,MA0,APARTMENT
IMPRV,MAA,APARTMENT HI RISE
IMPRV,MAB,APARTMENT LOW RISE
IMPRV,MAC,APARTMENT CONDO
IMPRV,MAH,APARTMENT GARDEN
IMPRV,MAJ,APARTMENT GARAGE
IMPRV,MAK,APARTMENT HOTEL
IMPRV,MAL,APARTMENT MID RISE
IMPRV,MAO,APARTMENT & OFFICE
IMPRV,MAP,APARTMENT COOP
IMPRV,MAR,APARTMENT RETIREMENT
IMPRV,MAS,APARTMENT SENIOR
IMPRV,MAT,APARTMENT TOWNHOUSE
IMPRV,MC0,MULTI FAMILY CONDO
IMPRV,MCA,CONDO HI RISE
IMPRV,MCB,CONDO LOW RISE
IMPRV,MCE,CONDO APARTMENT
IMPRV,MCH,CONDO GARDEN
IMPRV,MCM,CONDO-MULTIPLEX
IMPRV,MCO,CONDO OFFICE
IMPRV,MCT,CONDO TOWNHOUSE
IMPRV,MCU,CONDO PENTHOUSE
IMPRV,MCV,CONDO COMMON AREA W. IMPRVMT
IMPRV,MCW,CONDO COMMERCIAL & OPEN SPACE
IMPRV,MD0,DUPLEX
IMPRV,MDC,DUPLEX CONDO
IMPRV,MDE,DUPLEX APARTMENT
IMPRV,MDF,DUPLEX/TRIPLEX
IMPRV,MMD,MEDICAL SERVICE BOARDING
IMPRV,MRD,ROOMING/BOARDING HOUSE
IMPRV,MRE,ROW TYPE APARTMENT
IMPRV,MS0,ROW TYPE
IMPRV,MST,ROW TYPE TOWNHOUSE
IMPRV,MT0,TRIPLEX
IMPRV,R00,RESIDENTIAL
IMPRV,R0C,RESIDENTIAL CONDO
IMPRV,R0F,MANUFACTURED HOME
IMPRV,R0Q,SERVANT QUARTERS
IMPRV,R10,DETACHED
IMPRV,R20,ROW
IMPRV,R30,END ROW
IMPRV,R40,FLAT
IMPRV,R60,HIGH-RISE
IMPRV,R70,GARDEN
IMPRV,R80,ZERO LOT LINE
IMPRV,R90,HALF-PLEX
IMPRV,RC0,CABIN/COTTAGE
IMPRV,RCA,CABIN/APARTMENT
IMPRV,RG0,GUEST HOUSE
IMPRV,RI0,RESIDENTIAL GREENHOUSE
IMPRV,RM0,MOBILE HOME
IMPRV,RM1,MOBILE HOME SINGLE WIDE
IMPRV,RM2,MOBILE HOME DOUBLE WIDE
IMPRV,RMB,MOBILE HOME COOP
IMPRV,RMC,CONDO MOBILE HOME
IMPRV,RMP,MOBILE HOME PARK
IMPRV,RMS,MOBILE HOME ROOM ADDITION
IMPRV,RQ0,ROW TYPE
IMPRV,RS0,SINGLE FAMILY
IMPRV,RSF,SINGLE FAMILY MANUFACTURED
IMPRV,RT0,TOWNHOUSE
IMPRV,RU0,PATIO HOME
IMPRV,RW0,RESIDENCE & WORKSHOP
IMPRV,RY0,RESIDENTIAL MIXED USE
IMPRV,T00,TRANSPORTATION
IMPRV,T0A,AIRCRAFT TRANSPORTATION
IMPRV,T0T,TRANSPORTATION TERMINAL
IMPRV,T0V,TANK
IMPRV,T0W,SUBWAY
IMPRV,T10,TURNPIKE
IMPRV,T11,BOAT DOCK
IMPRV,TA0,AIRPORT
IMPRV,TAH,AIRPORT HANGAR
IMPRV,TAP,AIRPORT PRIVATE
IMPRV,TAT,AIRPORT TERMINAL
IMPRV,TB0,BUS
IMPRV,TBG,BUS GARAGE
IMPRV,TBR,BUS SHELTER
IMPRV,TBT,BUS TERMINAL
IMPRV,TCT,COMMUTER TERMINAL
IMPRV,TD0,PORT
IMPRV,TEC,TRANSFER STATION
IMPRV,TFT,FREIGHT TERMINAL
IMPRV,TH0,HANGAR
IMPRV,THA,HANGAR AIRCRAFT
IMPRV,THM,HANGAR MAINTENANCE
IMPRV,TPT,PASSENGER TERMINAL
IMPRV,TR0,RAILROAD
IMPRV,TR2,RAILROAD PROPERTY
IMPRV,TRB,RAILROAD SPUR
IMPRV,TRT,RAILROAD TERMINAL
IMPRV,TS0,TRANSIT
IMPRV,TSC,RAILROAD STATION
IMPRV,TST,TRANSIT TERMINAL
IMPRV,TTC,TRUCK SCALES
IMPRV,TTD,TRUCK DOCK
IMPRV,TTF,TRUCK FIRM
IMPRV,TTG,TRUCK GARAGE
IMPRV,TTM,TRUCK MAINTENANCE
IMPRV,TTT,TRUCK TERMINAL
IMPRV,TTU,TRUCK STOP
IMPRV,TW0,TRANSPORTATION WAREHOUSE
IMPRV,TWS,WAREHOUSE TRANSIT
IMPRV,TWT,TRANSIT WAREHOUSE
IMPRV,U00,INDUSTRIAL
IMPRV,U05,ASSEMBLY
IMPRV,U0A,PLANT
IMPRV,U0B,BREWERY
IMPRV,U0D,DISTRIBUTION
IMPRV,U0F,FACTORY
IMPRV,U0G,INDUSTRIAL GAS
IMPRV,U0H,INDUSTRIAL HEAVY
IMPRV,U0K,COLD STORAGE
IMPRV,U0L,INDUSTRIAL LIGHT
IMPRV,U0M,METAL
IMPRV,U0O,INDUSTRIAL OFFICE
IMPRV,U0P,PROCESSING
IMPRV,U0Q,FREEZER
IMPRV,U0R,CANNERIES
IMPRV,U0S,STORAGE TANK
IMPRV,U0W,WINERY BREWERY
IMPRV,U0X,INDUSTRIAL CONDO
IMPRV,U0Z,STORAGE
IMPRV,U21,FUEL SUPPLY
IMPRV,U2Z,FUEL STORAGE
IMPRV,U30,NATURAL GAS
IMPRV,U32,NATURAL GAS PUMPING
IMPRV,U3C,NATURAL GAS FACILITY
IMPRV,U3P,NATURAL GAS PROCESSING
IMPRV,U3Z,NATURAL GAS STORAGE
IMPRV,U4Z,BULK STORAGE
IMPRV,U5W,WINERY/BREWERY PLANT
IMPRV,U60,OIL
IMPRV,U78,TEXTILES MANUFACTURER
IMPRV,U80,PACKING PLANT
IMPRV,U85,TERMINAL TRANSIT
IMPRV,U8K,PACKING PLANT COLD STORAGE
IMPRV,UA8,CIGARETTE MANUFACTURER
IMPRV,UB0,BOTTLING
IMPRV,UBA,BOTTLING PLANT
IMPRV,UBB,BOTTLING BREWERY
IMPRV,UC0,CHEMICAL
IMPRV,UC9,CHEMICAL MANFACTURER
IMPRV,UCA,CHEMICAL PLANT
IMPRV,UCP,CHEMICAL PROCESSING
IMPRV,UCZ,CHEMICAL STORAGE
IMPRV,UD0,FABRICATION
IMPRV,UDH,FABRICATING HEAVY
IMPRV,UDM,FABRICATING METAL
IMPRV,UE0,PRODUCTION
IMPRV,UE8,PRODUCTION MANUFACTURER
IMPRV,UEM,PRODUCTION METAL
IMPRV,UFD,FOOD DISTRIBUTION
IMPRV,UFP,FOOD PROCESSING
IMPRV,UFY,FOOD SERVICE
IMPRV,UFZ,FOOD STORAGE
IMPRV,UG8,PAPER MANUFACTURER
IMPRV,UIY,CONTRACTING SERVICE
IMPRV,UK0,PIPELINE
IMPRV,UKC,PIPELINE FACILITY
IMPRV,UKD,PIPELINE DISTRIBUTION
IMPRV,UKE,PIPELINE PUMP STATION
IMPRV,UKG,PIPELINE GAS
IMPRV,UKZ,PIPELINE STORAGE
IMPRV,UM0,MANUFACTURING
IMPRV,UM4,MANUFACTURING APPAREL
IMPRV,UM6,MANUFACTURING AUTO PARTS
IMPRV,UM7,MANUFACTURING GLASS
IMPRV,UMA,MANUFACTURING PLANT
IMPRV,UMG,MANUFACTURING GAS
IMPRV,UMH,MANUFACTURING HEAVY
IMPRV,UML,MANUFACTURING LIGHT
IMPRV,UMM,METAL MANUFACTURING
IMPRV,UMP,MANUFACTURING PROCESSING
IMPRV,UMT,MANUFACTURING CONCRETE
IMPRV,UMU,MANUFACTURING FOOD
IMPRV,UN0,MINING
IMPRV,UO0,OTHER
IMPRV,UP0,PETROLEUM
IMPRV,UP8,PETROLEUM MANUFACTURER
IMPRV,UPD,PETROLEUM DISTRIBUTION
IMPRV,UPE,PETROLEUM PUMP STATION
IMPRV,UPZ,PETROLEUM STORAGE
IMPRV,UQ8,RUBBER MANUFACTURER
IMPRV,UQP,RUBBER PROCESSING
IMPRV,UR0,RESEARCH
IMPRV,URJ,RESEARCH & DEVELOPMENT
IMPRV,US0,SAWMILL
IMPRV,UT0,INDUSTRIAL TERMINAL
IMPRV,UV8,WOOD MANUFACTURER
IMPRV,UVP,WOOD PROCESSING
IMPRV,UW0,WAREHOUSE
IMPRV,UW8,WAREHOUSE MANUFACTURING
IMPRV,UWD,WAREHOUSE DISTRIBUTION
IMPRV,UWF,FACTORY/WAREHOUSE
IMPRV,UWI,WAREHOUSE PREFAB
IMPRV,UWK,COLD STORAGE WAREHOUSE
IMPRV,UWN,MINI WAREHOUSE
IMPRV,UWO,OFFICE WAREHOUSE
IMPRV,UWP,WAREHOUSE PROCESSING
IMPRV,UWV,PAPER WAREHOUSE
IMPRV,UWX,WAREHOUSE CONDO
IMPRV,UWZ,WAREHOUSE STORAGE
IMPRV,UX0,LABORATORY
IMPRV,UX9,LABORATORY/RESEARCH
IMPRV,UZ0,PROPANE
IMPRV,UZX,CONDO WAREHOUSE
IMPRV,X00,MIXED TYPE
IMPRV,X01,GROUP HOME
IMPRV,X03,CHIROPRACTIC
IMPRV,X05,EDUCATION
IMPRV,X06,SORORITY
IMPRV,X08,HISTORICAL
IMPRV,X09,LECTURE HALL
IMPRV,X0A,AUDITORIUM/GYMNASIUM
IMPRV,X0B,CLASSROOMS
IMPRV,X0D,CENTER
IMPRV,X0F,EXEMPT
IMPRV,X0H,CONVALESCENT
IMPRV,X0I,PRE-SCHOOL
IMPRV,X0K,DENTAL
IMPRV,X0L,MEDICAL DENTAL
IMPRV,X0M,HOME
IMPRV,X0N,PARSONAGE
IMPRV,X0O,PARK
IMPRV,X0S,SANITARIUM
IMPRV,X0T,MUSEUM
IMPRV,X0U,UNIVERSITY
IMPRV,X0V,VETERINARIAN
IMPRV,X0Y,PHARMACY
IMPRV,X0Z,ASSISTED LIVING
IMPRV,X10,MEDICAL
IMPRV,X12,MEDICAL LABORATORY
IMPRV,X1D,MEDICAL CENTER
IMPRV,X2D,SURGICAL CENTER
IMPRV,X30,NURSERY
IMPRV,X40,REHABILATATION
IMPRV,X4D,REHABILATATION CENTER
IMPRV,X5D,AMENITY CENTER
IMPRV,X60,HOSPICE
IMPRV,X70,CREMATORIUM
IMPRV,X8L,LABORATORY DENTAL MEDICAL
IMPRV,X9J,OFFICE MEDICAL
IMPRV,X9K,OFFICE DENTAL
IMPRV,X9L,MEDICAL DENTAL OFFICE
IMPRV,X9V,VETERINARIAN OFFICE
IMPRV,XA0,CHARITABLE
IMPRV,XB0,COLLEGE
IMPRV,XBB,COLLEGE CLASSROOM
IMPRV,XBP,COLLEGE PUBLIC
IMPRV,XBQ,COLLEGE PRIVATE
IMPRV,XBU,COLLEGE UNIVERSITY
IMPRV,XC0,CHURCH/SYNAGOGUE
IMPRV,XD0,DAY CARE
IMPRV,XDB,DAY CARE & CLASSROOM
IMPRV,XDD,DAY CARE CENTER
IMPRV,XDI,DAY CARE & PRESCHOOL
IMPRV,XE0,HOSPITAL
IMPRV,XEG,HOSPITAL ANIMAL
IMPRV,XEH,HOSPITAL CONVALESCENT
IMPRV,XEP,HOSPITAL PUBLIC
IMPRV,XEQ,HOSPITAL PRIVATE
IMPRV,XEV,VETERINARY HOSPITAL
IMPRV,XF0,DORMITORY
IMPRV,XGO,FOREST PARK
IMPRV,XH0,ORPHANAGE
IMPRV,XI0,INSTITUTION
IMPRV,XJ0,KENNEL
IMPRV,XJV,KENNEL VETERINARY
IMPRV,XK0,FRATERNITY
IMPRV,XK6,FRATERNITY/SORORITY
IMPRV,XKC,FRATERNITY COLLEGE
IMPRV,XL0,LIBRARY
IMPRV,XLT,LIBRARY MUSEUM
IMPRV,XMM,FUNERAL HOME
IMPRV,XNH,CONVALESCENT NURSING
IMPRV,XNM,NURSING HOME
IMPRV,XPM,RETIREMENT HOME
IMPRV,XQ0,MORTUARY
IMPRV,XQR,MORTUARY/CEMETERY
IMPRV,XR0,RELIGIOUS
IMPRV,XR5,RELIGIOUS EDUCATION
IMPRV,XRI,RELIGIOUS PRE-SCHOOL
IMPRV,XRM,RELIGIOUS HOME
IMPRV,XRR,CEMETERY
IMPRV,XS0,SCHOOL
IMPRV,XS7,SCHOOL VOCATIONAL
IMPRV,XSB,SCHOOL CLASSROOM
IMPRV,XSE,ELEMENTARY SCHOOL
IMPRV,XSP,SCHOOL PUBLIC
IMPRV,XSQ,SCHOOL PRIVATE
IMPRV,XSW,SCHOOL SECONDARY
IMPRV,XT0,CLINIC
IMPRV,XT3,CLINIC CHIROPRACTIC
IMPRV,XT4,CLINIC THERAPY
IMPRV,XTG,CLINIC ANIMAL
IMPRV,XTJ,CLINIC MEDICAL
IMPRV,XTK,CLINIC DENTAL
IMPRV,XTL,CLINIC MEDICAL DENTAL
IMPRV,XTV,VETERINARIAN OFFICE
IMPRV,XV0,HEALTH
IMPRV,XVP,HEALTH PUBLIC
IMPRV,XW0,WORSHIP
IMPRV,XX0,DISPENSARY
IMPRV,XXJ,DISPENSARY MEDICAL
IMPRV,XY0,YMCA/YWCA
IMPRV,XZ0,TELEPHONE
IMPRV,Y00,MIXED USE
IMPRV,Y1A,STABLE & APARTMENT
IMPRV,Y1L,STABLE & LIVING QUARTERS
IMPRV,Y1O,STABLE & OFFICE
IMPRV,Y1S,STABLE/SHOP
IMPRV,Y99,SERVICE STATION & FAST FOOD
IMPRV,YBA,BEAUTY SHOP & APARTMENT
IMPRV,YCR,COMMERCIAL & RESIDENTIAL
IMPRV,YDA,CONDO & SINGLE FAMILY RESIDENC
IMPRV,YFA,CAF
IMPRV,YMI,MISCELLANEOUS INDUSTRIAL
